P01_01_1, P01, P01_01, 00:00:02.629, 00:00:04.37, 00:00:06.17, 262, 370, turn on light, turn-on, 6, light, 114, ['light'], [114]
P02_03_77, P02, P02_03, 00:03:30.549, 00:03:30.06, 00:03:31.49, 12603, 12689, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P02_03_79, P02, P02_03, 00:03:35.760, 00:03:34.71, 00:03:36.46, 12882, 12987, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_03_8, P02, P02_03, 00:00:21.690, 00:00:21.33, 00:00:22.97, 1279, 1378, put cup down, put-down, 1, cup, 13, ['cup'], [13]
P02_03_81, P02, P02_03, 00:03:39.480, 00:03:39.40, 00:03:40.54, 13164, 13232, put plate, put, 1, plate, 2, ['plate'], [2]
P02_03_87, P02, P02_03, 00:03:54.900, 00:03:53.72, 00:03:54.30, 14023, 14058, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P02_03_88, P02, P02_03, 00:03:56.409, 00:03:53.89, 00:03:55.49, 14033, 14129, pick up scissors, pick-up, 0, scissors, 79, ['scissors'], [79]
P02_03_95, P02, P02_03, 00:04:12.840, 00:04:12.34, 00:04:13.43, 15140, 15205, return scissors, return, 1, scissors, 79, ['scissors'], [79]
P02_03_96, P02, P02_03, 00:04:13.909, 00:04:13.16, 00:04:14.31, 15189, 15258, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P02_04_10, P02, P02_04, 00:00:38.100, 00:00:37.19, 00:00:37.95, 2231, 2277, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_100, P02, P02_04, 00:04:08.220, 00:04:07.62, 00:04:08.73, 14857, 14923, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_101, P02, P02_04, 00:04:10.180, 00:04:08.72, 00:04:14.43, 14923, 15265, rinse pot, rinse, 2, pot, 29, ['pot'], [29]
P02_04_102, P02, P02_04, 00:04:14.979, 00:04:14.53, 00:04:15.72, 15271, 15343, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_103, P02, P02_04, 00:04:16.720, 00:04:15.99, 00:04:17.84, 15359, 15470, put pot, put, 1, pot, 29, ['pot'], [29]
P02_04_104, P02, P02_04, 00:04:19.130, 00:04:18.20, 00:04:19.40, 15492, 15563, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_04_105, P02, P02_04, 00:04:20.130, 00:04:19.29, 00:04:22.04, 15557, 15722, wash plate, wash, 2, plate, 2, ['plate'], [2]
P02_04_107, P02, P02_04, 00:04:23.070, 00:04:22.56, 00:04:23.92, 15753, 15835, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_108, P02, P02_04, 00:04:24.450, 00:04:22.66, 00:04:26.81, 15759, 16008, rinse plate, rinse, 2, plate, 2, ['plate'], [2]
P02_04_109, P02, P02_04, 00:04:27.370, 00:04:26.82, 00:04:27.34, 16009, 16040, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_110, P02, P02_04, 00:04:28.370, 00:04:27.77, 00:04:28.67, 16066, 16120, put plate, put, 1, plate, 2, ['plate'], [2]
P02_04_111, P02, P02_04, 00:04:30.470, 00:04:28.77, 00:04:30.64, 16126, 16238, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_04_114, P02, P02_04, 00:04:35.680, 00:04:34.95, 00:04:39.35, 16497, 16761, wash plate, wash, 2, plate, 2, ['plate'], [2]
P02_04_116, P02, P02_04, 00:04:40.340, 00:04:39.20, 00:04:40.60, 16752, 16836, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_117, P02, P02_04, 00:04:41.400, 00:04:40.20, 00:04:44.56, 16812, 17073, rinse plate, rinse, 2, plate, 2, ['plate'], [2]
P02_04_118, P02, P02_04, 00:04:44.690, 00:04:44.25, 00:04:45.00, 17055, 17100, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_119, P02, P02_04, 00:04:45.690, 00:04:45.35, 00:04:46.49, 17121, 17189, put plate, put, 1, plate, 2, ['plate'], [2]
P02_04_124, P02, P02_04, 00:04:58.850, 00:04:58.39, 00:04:59.40, 17903, 17964, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_128, P02, P02_04, 00:05:08.730, 00:05:08.23, 00:05:09.24, 18493, 18554, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_13, P02, P02_04, 00:00:43.070, 00:00:42.50, 00:00:43.25, 2550, 2595, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_130, P02, P02_04, 00:05:11.870, 00:05:11.19, 00:05:12.04, 18671, 18722, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_134, P02, P02_04, 00:05:18.070, 00:05:17.73, 00:05:18.80, 19063, 19128, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_136, P02, P02_04, 00:05:22.350, 00:05:20.85, 00:05:21.56, 19251, 19293, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_137, P02, P02_04, 00:05:23.350, 00:05:23.28, 00:05:24.13, 19396, 19447, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_04_138, P02, P02_04, 00:05:24.690, 00:05:23.80, 00:05:27.43, 19428, 19645, wash plate, wash, 2, plate, 2, ['plate'], [2]
P02_04_140, P02, P02_04, 00:05:28.850, 00:05:27.88, 00:05:28.88, 19672, 19732, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_141, P02, P02_04, 00:05:29.850, 00:05:29.01, 00:05:31.41, 19740, 19884, rinse plate, rinse, 2, plate, 2, ['plate'], [2]
P02_04_142, P02, P02_04, 00:05:31.850, 00:05:31.51, 00:05:32.25, 19890, 19935, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_143, P02, P02_04, 00:05:32.850, 00:05:32.26, 00:05:33.71, 19935, 20022, put plate, put, 1, plate, 2, ['plate'], [2]
P02_04_144, P02, P02_04, 00:05:34.640, 00:05:33.81, 00:05:34.73, 20028, 20083, pick up strainer, pick-up, 0, strainer, 39, ['strainer'], [39]
P02_04_145, P02, P02_04, 00:05:35.640, 00:05:34.83, 00:05:38.83, 20089, 20329, wash strainer, wash, 2, strainer, 39, ['strainer'], [39]
P02_04_147, P02, P02_04, 00:05:40.440, 00:05:39.53, 00:05:40.28, 20371, 20416, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_148, P02, P02_04, 00:05:41.440, 00:05:39.64, 00:05:42.76, 20378, 20565, rinse strainer, rinse, 2, strainer, 39, ['strainer'], [39]
P02_04_149, P02, P02_04, 00:05:42.580, 00:05:42.47, 00:05:43.10, 20548, 20586, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_150, P02, P02_04, 00:05:43.950, 00:05:43.47, 00:05:44.47, 20608, 20668, put strainer, put, 1, strainer, 39, ['strainer'], [39]
P02_04_153, P02, P02_04, 00:06:18.240, 00:06:16.01, 00:06:17.34, 22560, 22640, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P02_04_154, P02, P02_04, 00:06:19.240, 00:06:17.44, 00:06:19.99, 22646, 22799, wash spoon, wash, 2, spoon, 1, ['spoon'], [1]
P02_04_156, P02, P02_04, 00:06:21.650, 00:06:20.64, 00:06:21.88, 22838, 22912, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_157, P02, P02_04, 00:06:22.830, 00:06:21.47, 00:06:23.75, 22888, 23025, rinse spoon, rinse, 2, spoon, 1, ['spoon'], [1]
P02_04_158, P02, P02_04, 00:06:23.930, 00:06:23.32, 00:06:24.36, 22999, 23061, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_159, P02, P02_04, 00:06:24.990, 00:06:24.42, 00:06:25.44, 23065, 23126, put spoon, put, 1, spoon, 1, ['spoon'], [1]
P02_04_16, P02, P02_04, 00:00:48.010, 00:00:47.99, 00:00:48.65, 2879, 2919, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P02_04_162, P02, P02_04, 00:06:39.670, 00:06:37.82, 00:06:39.09, 23869, 23945, pick up water filter, pick-up, 0, filter:water, 66, ['filter:water'], [66]
P02_04_164, P02, P02_04, 00:06:41.110, 00:06:41.87, 00:06:42.37, 24112, 24142, pick up glass, pick-up, 0, glass, 10, ['glass'], [10]
P02_04_165, P02, P02_04, 00:06:48.470, 00:06:47.82, 00:06:49.38, 24469, 24562, put glass, put, 1, glass, 10, ['glass'], [10]
P02_04_18, P02, P02_04, 00:00:50.500, 00:00:50.35, 00:00:51.15, 3021, 3069, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P02_04_24, P02, P02_04, 00:01:00.539, 00:01:00.15, 00:01:01.07, 3609, 3664, pick up mesh strainer, pick-up, 0, strainer:mesh, 39, ['strainer:mesh'], [39]
P02_04_27, P02, P02_04, 00:01:10.350, 00:01:09.49, 00:01:10.99, 4169, 4259, put strainer, put, 1, strainer, 39, ['strainer'], [39]
P02_04_31, P02, P02_04, 00:01:18.229, 00:01:17.67, 00:01:18.64, 4660, 4718, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P02_04_33, P02, P02_04, 00:01:21.450, 00:01:20.73, 00:01:22.23, 4843, 4933, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P02_04_39, P02, P02_04, 00:01:42.869, 00:01:41.31, 00:01:43.90, 6078, 6234, pick up glasses, pick-up, 0, glass, 10, ['glass'], [10]
P02_04_41, P02, P02_04, 00:01:45.950, 00:01:45.04, 00:01:46.42, 6302, 6385, put glasses, put, 1, glass, 10, ['glass'], [10]
P02_04_42, P02, P02_04, 00:01:48.840, 00:01:46.64, 00:01:50.62, 6398, 6637, pick up glasses, pick-up, 0, glass, 10, ['glass'], [10]
P02_04_43, P02, P02_04, 00:01:51.759, 00:01:51.02, 00:01:51.89, 6661, 6713, pick up mug, pick-up, 0, mug, 13, ['mug'], [13]
P02_04_44, P02, P02_04, 00:01:53.719, 00:01:53.25, 00:01:53.98, 6795, 6838, pick up mug, pick-up, 0, mug, 13, ['mug'], [13]
P02_04_45, P02, P02_04, 00:01:57.860, 00:01:56.38, 00:01:58.10, 6982, 7086, pick up mug, pick-up, 0, mug, 13, ['mug'], [13]
P02_04_46, P02, P02_04, 00:02:03.159, 00:02:02.39, 00:02:04.43, 7343, 7465, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_04_47, P02, P02_04, 00:02:08.929, 00:02:08.13, 00:02:11.62, 7687, 7897, pick up plates, pick-up, 0, plate, 2, ['plate'], [2]
P02_04_48, P02, P02_04, 00:02:15.120, 00:02:13.38, 00:02:16.95, 8002, 8217, pick up cutlery, pick-up, 0, cutlery, 58, ['cutlery'], [58]
P02_04_51, P02, P02_04, 00:02:21.350, 00:02:20.75, 00:02:23.52, 8445, 8611, put cutlery, put, 1, cutlery, 58, ['cutlery'], [58]
P02_04_55, P02, P02_04, 00:02:35.410, 00:02:34.08, 00:02:34.97, 9244, 9298, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_59, P02, P02_04, 00:02:41.549, 00:02:40.55, 00:02:44.77, 9633, 9886, wash wooden spoon, wash, 2, spoon:wooden, 1, ['spoon:wooden'], [1]
P02_04_6, P02, P02_04, 00:00:17.050, 00:00:16.30, 00:00:18.54, 978, 1112, pick up pan, pick-up, 0, pan, 5, ['pan'], [5]
P02_04_60, P02, P02_04, 00:02:46.299, 00:02:45.34, 00:02:46.01, 9920, 9960, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P02_04_61, P02, P02_04, 00:02:47.299, 00:02:45.88, 00:02:48.15, 9952, 10089, wash knife, wash, 2, knife, 4, ['knife'], [4]
P02_04_62, P02, P02_04, 00:02:48.930, 00:02:48.56, 00:02:49.31, 10113, 10158, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P02_04_63, P02, P02_04, 00:02:49.930, 00:02:49.55, 00:02:51.43, 10173, 10285, wash spoon, wash, 2, spoon, 1, ['spoon'], [1]
P02_04_64, P02, P02_04, 00:02:52.560, 00:02:51.81, 00:02:53.31, 10308, 10398, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_65, P02, P02_04, 00:02:53.579, 00:02:53.22, 00:02:56.22, 10393, 10573, rinse spoon, rinse, 2, spoon, 1, ['spoon'], [1]
P02_04_66, P02, P02_04, 00:02:57.010, 00:02:56.81, 00:02:57.41, 10608, 10644, put spoon, put, 1, spoon, 1, ['spoon'], [1]
P02_04_67, P02, P02_04, 00:02:58.290, 00:02:57.44, 00:02:59.16, 10646, 10749, rinse knife, rinse, 2, knife, 4, ['knife'], [4]
P02_04_68, P02, P02_04, 00:02:59.650, 00:02:59.43, 00:03:00.16, 10765, 10809, put knife, put, 1, knife, 4, ['knife'], [4]
P02_04_69, P02, P02_04, 00:03:00.650, 00:03:00.42, 00:03:01.30, 10825, 10878, rinse wooden spoon, rinse, 2, spoon:wooden, 1, ['spoon:wooden'], [1]
P02_04_70, P02, P02_04, 00:03:02.790, 00:03:01.38, 00:03:02.13, 10882, 10927, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_71, P02, P02_04, 00:03:03.790, 00:03:02.23, 00:03:02.98, 10933, 10978, put spoon, put, 1, spoon, 1, ['spoon'], [1]
P02_04_72, P02, P02_04, 00:03:05.489, 00:03:03.11, 00:03:05.65, 10986, 11139, pick up pan, pick-up, 0, pan, 5, ['pan'], [5]
P02_04_73, P02, P02_04, 00:03:06.489, 00:03:05.67, 00:03:11.76, 11140, 11505, wash pan, wash, 2, pan, 5, ['pan'], [5]
P02_04_74, P02, P02_04, 00:03:13.410, 00:03:12.11, 00:03:15.19, 11526, 11711, still washing pan, wash, 2, pan, 5, ['pan'], [5]
P02_04_76, P02, P02_04, 00:03:16.750, 00:03:15.93, 00:03:17.36, 11755, 11841, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_77, P02, P02_04, 00:03:17.870, 00:03:17.46, 00:03:28.14, 11847, 12488, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P02_04_78, P02, P02_04, 00:03:24.040, 00:03:17.88, 00:03:22.26, 11872, 12135, still rinsing pan, rinse, 2, pan, 5, ['pan'], [5]
P02_04_79, P02, P02_04, 00:03:28.400, 00:03:28.07, 00:03:28.76, 12484, 12525, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_80, P02, P02_04, 00:03:30.060, 00:03:29.81, 00:03:30.66, 12588, 12639, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_81, P02, P02_04, 00:03:32.690, 00:03:30.86, 00:03:33.90, 12651, 12834, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P02_04_82, P02, P02_04, 00:03:34.889, 00:03:34.08, 00:03:35.14, 12844, 12908, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_83, P02, P02_04, 00:03:36.910, 00:03:36.56, 00:03:37.80, 12993, 13068, put pan in drainer, put-in, 5, pan, 5, ['pan', 'drainer'], [5, 110]
P02_04_84, P02, P02_04, 00:03:38.540, 00:03:38.25, 00:03:39.14, 13095, 13148, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P02_04_85, P02, P02_04, 00:03:39.620, 00:03:39.26, 00:03:41.01, 13155, 13260, wash chopping board, wash, 2, board:chopping, 18, ['board:chopping'], [18]
P02_04_87, P02, P02_04, 00:03:42.760, 00:03:41.67, 00:03:42.71, 13300, 13362, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_88, P02, P02_04, 00:03:43.949, 00:03:41.90, 00:03:45.48, 13314, 13528, rinse chopping board, rinse, 2, board:chopping, 18, ['board:chopping'], [18]
P02_04_89, P02, P02_04, 00:03:46.400, 00:03:45.49, 00:03:46.38, 13529, 13582, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_9, P02, P02_04, 00:00:35.800, 00:00:36.09, 00:00:37.65, 2165, 2259, put pan and wooden spoon in sink, put-in, 5, pan, 5, ['pan', 'spoon:wooden', 'sink'], [5, 1, 63]
P02_04_90, P02, P02_04, 00:03:47.639, 00:03:46.48, 00:03:48.30, 13588, 13698, put chopping board, put, 1, board:chopping, 18, ['board:chopping'], [18]
P02_04_91, P02, P02_04, 00:03:49.370, 00:03:48.40, 00:03:49.29, 13704, 13757, pick up mesh strainer, pick-up, 0, strainer:mesh, 39, ['strainer:mesh'], [39]
P02_04_92, P02, P02_04, 00:03:50.370, 00:03:49.37, 00:03:53.82, 13762, 14029, wash mesh strainer, wash, 2, strainer:mesh, 39, ['strainer:mesh'], [39]
P02_04_94, P02, P02_04, 00:03:55.449, 00:03:54.77, 00:03:55.43, 14086, 14125, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_04_95, P02, P02_04, 00:03:56.650, 00:03:55.37, 00:03:58.60, 14122, 14316, rinse mesh strainer, rinse, 2, strainer:mesh, 39, ['strainer:mesh'], [39]
P02_04_96, P02, P02_04, 00:03:58.759, 00:03:58.32, 00:03:59.07, 14299, 14344, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_04_97, P02, P02_04, 00:04:00.310, 00:03:59.17, 00:04:00.79, 14350, 14447, put strainer in drainer, put-in, 5, strainer, 39, ['strainer', 'drainer'], [39, 110]
P02_04_98, P02, P02_04, , 00:04:00.15, 00:04:01.03, 14409, 14461, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P02_04_99, P02, P02_04, 00:04:03.410, 00:04:01.76, 00:04:07.52, 14505, 14851, wash pot, wash, 2, pot, 29, ['pot'], [29]
P02_05_0, P02, P02_05, 00:00:03.199, 00:00:02.84, 00:00:03.58, 170, 214, pick up water filter, pick-up, 0, filter:water, 66, ['filter:water'], [66]
P02_05_1, P02, P02_05, 00:00:04.200, 00:00:03.46, 00:00:04.18, 207, 250, pick up glass, pick-up, 0, glass, 10, ['glass'], [10]
P02_06_100, P02, P02_06, 00:03:58.670, 00:03:49.50, 00:03:50.01, 13770, 13800, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_101, P02, P02_06, 00:03:49.730, 00:03:50.28, 00:03:51.73, 13816, 13903, put plate, put, 1, plate, 2, ['plate'], [2]
P02_06_102, P02, P02_06, 00:03:56.650, 00:03:57.18, 00:03:58.33, 14230, 14299, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_06_103, P02, P02_06, 00:03:57.670, 00:03:58.46, 00:04:02.07, 14307, 14524, rinse mug, rinse, 2, mug, 13, ['mug'], [13]
P02_06_104, P02, P02_06, 00:04:03.129, 00:04:03.84, 00:04:04.63, 14630, 14677, put mug, put, 1, mug, 13, ['mug'], [13]
P02_06_105, P02, P02_06, 00:04:04.970, 00:04:04.97, 00:04:06.72, 14698, 14803, pick up mug, pick-up, 0, mug, 13, ['mug'], [13]
P02_06_106, P02, P02_06, 00:04:06.970, 00:04:06.45, 00:04:07.07, 14787, 14824, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_06_107, P02, P02_06, 00:04:07.970, 00:04:07.13, 00:04:07.71, 14827, 14862, put plate, put, 1, plate, 2, ['plate'], [2]
P02_06_109, P02, P02_06, 00:04:10.190, 00:04:10.50, 00:04:11.35, 15030, 15081, put mug, put, 1, mug, 13, ['mug'], [13]
P02_06_110, P02, P02_06, 00:04:11.290, 00:04:11.22, 00:04:12.22, 15073, 15133, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_06_111, P02, P02_06, 00:04:12.420, 00:04:12.57, 00:04:25.17, 15154, 15910, wash plate, wash, 2, plate, 2, ['plate'], [2]
P02_06_112, P02, P02_06, 00:04:16.810, 00:04:17.04, 00:04:18.29, 15422, 15497, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_06_113, P02, P02_06, 00:04:17.819, 00:04:18.13, 00:04:24.00, 15487, 15840, rinse plate, rinse, 2, plate, 2, ['plate'], [2]
P02_06_114, P02, P02_06, 00:04:23.999, 00:04:24.38, 00:04:25.01, 15862, 15900, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_115, P02, P02_06, 00:04:24.999, 00:04:25.15, 00:04:26.72, 15908, 16003, put plate, put, 1, plate, 2, ['plate'], [2]
P02_06_116, P02, P02_06, 00:04:26.819, 00:04:26.82, 00:04:27.70, 16009, 16062, pick up mug, pick-up, 0, mug, 13, ['mug'], [13]
P02_06_117, P02, P02_06, 00:04:30.360, 00:04:29.94, 00:04:30.94, 16196, 16256, put mug, put, 1, mug, 13, ['mug'], [13]
P02_06_118, P02, P02_06, 00:04:31.360, 00:04:31.47, 00:04:32.65, 16288, 16358, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_06_119, P02, P02_06, 00:04:32.360, 00:04:32.23, 00:04:39.49, 16333, 16769, wash plate, wash, 2, plate, 2, ['plate'], [2]
P02_06_120, P02, P02_06, 00:04:39.089, 00:04:39.59, 00:04:41.09, 16775, 16865, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_06_121, P02, P02_06, 00:04:40.289, 00:04:40.42, 00:04:45.08, 16825, 17104, rinse plate, rinse, 2, plate, 2, ['plate'], [2]
P02_06_122, P02, P02_06, 00:04:43.879, 00:04:44.63, 00:04:45.26, 17077, 17115, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_123, P02, P02_06, 00:04:45.219, 00:04:46.01, 00:04:46.60, 17160, 17196, put plate, put, 1, plate, 2, ['plate'], [2]
P02_06_127, P02, P02_06, 00:05:34.479, 00:05:34.85, 00:05:35.90, 20091, 20154, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_06_129, P02, P02_06, 00:05:37.699, 00:05:38.07, 00:05:38.92, 20284, 20335, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_13, P02, P02_06, 00:00:45.920, 00:00:45.94, 00:00:48.19, 2756, 2891, pick up two strainers, pick-up, 0, strainer, 39, ['strainer'], [39]
P02_06_133, P02, P02_06, 00:05:47.300, 00:05:46.75, 00:05:47.75, 20805, 20865, get strainer, get, 0, strainer, 39, ['strainer'], [39]
P02_06_134, P02, P02_06, 00:05:53.240, 00:05:53.10, 00:05:54.10, 21186, 21246, put strainer, put, 1, strainer, 39, ['strainer'], [39]
P02_06_135, P02, P02_06, 00:05:54.240, 00:05:54.30, 00:05:56.37, 21258, 21382, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P02_06_142, P02, P02_06, 00:06:35.889, 00:06:35.25, 00:06:36.75, 23715, 23805, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P02_06_143, P02, P02_06, 00:06:36.990, 00:06:37.04, 00:06:38.60, 23822, 23916, pick up strainer, pick-up, 0, strainer, 39, ['strainer'], [39]
P02_06_144, P02, P02_06, 00:06:40.990, 00:06:40.98, 00:06:42.26, 24058, 24135, put strainer, put, 1, strainer, 39, ['strainer'], [39]
P02_06_15, P02, P02_06, 00:00:49.190, 00:00:49.60, 00:00:51.01, 2976, 3060, put strainers, put, 1, strainer, 39, ['strainer'], [39]
P02_06_151, P02, P02_06, 00:07:04.360, 00:07:01.29, 00:07:05.88, 25277, 25552, get knife, get, 0, knife, 4, ['knife'], [4]
P02_06_154, P02, P02_06, 00:07:24.119, 00:07:24.70, 00:07:25.88, 26682, 26752, open tap, turn-on, 6, tap, 0, ['tap'], [0]
P02_06_156, P02, P02_06, 00:07:30.169, 00:07:30.64, 00:07:31.39, 27038, 27083, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_157, P02, P02_06, 00:07:31.169, 00:07:31.99, 00:07:33.94, 27119, 27236, pick up strainer, pick-up, 0, strainer, 39, ['strainer'], [39]
P02_06_159, P02, P02_06, 00:07:38.699, 00:07:39.23, 00:07:40.48, 27553, 27628, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_16, P02, P02_06, 00:00:51.630, 00:00:51.99, 00:00:52.99, 3119, 3179, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P02_06_160, P02, P02_06, 00:07:42.559, 00:07:41.43, 00:07:42.99, 27685, 27779, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P02_06_161, P02, P02_06, 00:07:43.559, 00:07:42.78, 00:07:43.88, 27766, 27832, put chopping board, put, 1, board:chopping, 18, ['board:chopping'], [18]
P02_06_162, P02, P02_06, 00:07:44.879, 00:07:43.05, 00:07:44.97, 27783, 27898, put strainer on chopping board, put-on, 1, strainer, 39, ['strainer', 'board:chopping'], [39, 18]
P02_06_177, P02, P02_06, 00:08:08.399, 00:08:06.14, 00:08:07.58, 29168, 29254, pick up strainer, pick-up, 0, strainer, 39, ['strainer'], [39]
P02_06_179, P02, P02_06, 00:08:14.469, 00:08:14.78, 00:08:15.79, 29686, 29747, close tap, turn-off, 8, tap, 0, ['tap'], [0]
P02_06_18, P02, P02_06, 00:00:57.700, 00:00:55.33, 00:00:56.44, 3319, 3386, cover pot, cover, 36, pot, 29, ['pot'], [29]
P02_06_181, P02, P02_06, 00:08:20.349, 00:08:21.12, 00:08:23.13, 30067, 30187, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P02_06_182, P02, P02_06, 00:08:25.110, 00:08:25.68, 00:08:29.53, 30340, 30571, put chopping board, put, 1, board:chopping, 18, ['board:chopping'], [18]
P02_06_184, P02, P02_06, 00:08:28.489, 00:08:32.57, 00:08:36.57, 30754, 30994, pick up plate, pick-up, 0, plate, 2, ['plate'], [2]
P02_06_185, P02, P02_06, 00:08:39.370, 00:08:40.11, 00:08:41.45, 31206, 31287, put wooden salad plate, put, 1, plate:salad, 2, ['plate:salad'], [2]
P02_06_19, P02, P02_06, 00:01:00.870, 00:01:00.99, 00:01:01.99, 3659, 3719, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P02_06_194, P02, P02_06, 00:08:51.740, 00:08:52.25, 00:08:53.11, 31935, 31986, put strainer, put, 1, strainer, 39, ['strainer'], [39]
P02_06_2, P02, P02_06, 00:00:19.430, 00:00:18.13, 00:00:22.22, 1087, 1333, switch on oven, switch-on, 6, oven, 46, ['oven'], [46]
P02_06_20, P02, P02_06, 00:01:02.100, 00:01:02.34, 00:01:04.34, 3740, 3860, put pot, put, 1, pot, 29, ['pot'], [29]
P02_06_207, P02, P02_06, 00:09:06.459, 00:09:06.80, 00:09:07.89, 32808, 32873, pick up strainer, pick-up, 0, strainer, 39, ['strainer'], [39]
P02_06_208, P02, P02_06, 00:09:09.600, 00:09:10.10, 00:09:10.92, 33006, 33055, put strainer next to sink, put, 1, strainer, 39, ['strainer'], [39]
P02_06_209, P02, P02_06, 00:09:13.370, 00:09:16.66, 00:09:17.68, 33399, 33460, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P02_06_21, P02, P02_06, 00:01:05.000, 00:01:05.44, 00:01:06.37, 3926, 3982, put pot, put, 1, pot, 29, ['pot'], [29]
P02_06_229, P02, P02_06, 00:10:29.959, 00:10:30.90, 00:10:32.27, 37854, 37936, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P02_06_230, P02, P02_06, 00:10:34.430, 00:10:34.90, 00:10:36.32, 38094, 38179, put chopping board in sink, put-in, 5, board:chopping, 18, ['board:chopping', 'sink'], [18, 63]
P02_06_24, P02, P02_06, 00:01:10.430, 00:01:10.31, 00:01:11.76, 4218, 4305, pick up pan, pick-up, 0, pan, 5, ['pan'], [5]
